Open,High,Low,Close,SMA_50,SMA_200,RSI_14,ATR,ATR_Percent,Volatility_Class,Trend_Status,Extension_Status,Swing_Eligibility,Swing_Score,Swing_Label,Ticker,Date,Session
1425.5999755859375,1443.9000244140625,1414.9000244140625,1418.4000244140625,1373.64400390625,1403.0505029296876,64.53372586371114,22.935721261160715,1.6170135974606603,LOW_VOL,Transition,0.0,1.0,17.0,NEUTRAL,ICICIBANK,2026-01-14,CLOSE
900.7000122070312,902.0,881.0,883.75,924.5190002441407,949.8490008544921,33.76251047087047,15.478563581194196,1.7514640544491311,LOW_VOL,Recovery,0.0,0.0,10.0,FORBIDDEN,ZYDUSLIFE,2026-01-14,CLOSE
1179.199951171875,1205.699951171875,1167.800048828125,1179.4000244140625,1201.8799975585937,1234.112998046875,41.51365978324746,34.064261300223215,2.8882703573918165,LOW_VOL,Recovery,0.0,0.0,12.0,NEUTRAL,KPITTECH,2026-01-14,CLOSE
1419.0,1432.300048828125,1410.0,1415.5999755859375,1529.9999951171876,1533.1987536621093,30.194952570789738,31.45001220703125,2.2216736895614617,LOW_VOL,Recovery,0.0,0.0,10.0,FORBIDDEN,CDSL,2026-01-14,CLOSE
1625.4000244140625,1645.5999755859375,1608.699951171875,1613.4000244140625,1782.9900024414062,1769.3965020751953,10.882239040308363,53.30000523158482,3.3035827708594305,MID_VOL,Recovery,0.0,0.0,8.0,FORBIDDEN,GRAVITA,2026-01-14,CLOSE
985.7000122070312,999.0,966.0,983.0,1024.065,1032.436247253418,42.58451421382978,32.20357404436384,3.276050258836606,MID_VOL,Recovery,0.0,0.0,10.0,FORBIDDEN,GROBTEA,2026-01-14,CLOSE
908.5999755859375,924.75,905.2000122070312,911.8499755859375,996.2939990234376,1181.7514956665038,35.21476906756892,23.739283970424108,2.6034199271837117,LOW_VOL,Recovery,0.0,0.0,10.0,FORBIDDEN,SUDARSCHEM,2026-01-14,CLOSE
1530.699951171875,1563.0999755859375,1516.0999755859375,1549.4000244140625,1527.9740014648437,1480.7277459716797,62.65400045631356,48.492885044642854,3.129784708954128,MID_VOL,Bull,0.0,1.0,19.0,BUY,SOBHA,2026-01-14,CLOSE
1321.0,1328.199951171875,1302.199951171875,1307.0999755859375,1267.0459936523437,1209.4152478027345,65.3298696786776,22.864292689732142,1.7492382462544764,LOW_VOL,Bull,0.0,1.0,19.0,BUY,NESTLEIND,2026-01-14,CLOSE
1186.0,1209.0,1183.699951171875,1197.199951171875,1320.13599609375,1440.071749267578,37.21765995806056,46.80000523158482,3.909121879413276,MID_VOL,Recovery,0.0,0.0,8.0,FORBIDDEN,WABAG,2026-01-14,CLOSE
1305.0,1354.0,1276.800048828125,1287.699951171875,1527.2439965820313,1739.4769970703126,37.60362174296841,80.23572649274554,6.230933411135629,HIGH_VOL,Recovery,0.0,0.0,6.0,FORBIDDEN,YASHO,2026-01-14,CLOSE
2105.0,2183.89990234375,2092.10009765625,2177.300048828125,2051.9219970703125,2125.4334979248047,60.03547719204809,49.77854701450893,2.2862511320523295,LOW_VOL,Transition,0.0,1.0,17.0,NEUTRAL,DALBHARAT,2026-01-14,CLOSE
