Open,High,Low,Close,SMA_50,SMA_200,RSI_14,ATR,ATR_Percent,Volatility_Class,Trend_Status,Extension_Status,Swing_Eligibility,Swing_Score,Swing_Label,Ticker,Date,Session
1372.0,1413.5999755859375,1366.0,1411.199951171875,1364.9000073242187,1400.5690026855468,73.33328166340985,15.971426827566964,1.1317621442874999,LOW_VOL,Transition,0.0,1.0,13.0,NEUTRAL,ICICIBANK,2026-01-06,HISTORICAL
921.9500122070312,933.0999755859375,917.75,931.0499877929688,934.0880017089844,950.1272506713867,58.37107107320372,12.303567068917411,1.3214722335245088,LOW_VOL,Transition,0.0,0.0,17.0,NEUTRAL,ZYDUSLIFE,2026-01-06,HISTORICAL
1151.0,1154.199951171875,1131.0,1139.9000244140625,1200.08599609375,1238.7949981689453,42.68415561443509,26.29998779296875,2.307218811271419,LOW_VOL,Recovery,0.0,0.0,12.0,NEUTRAL,KPITTECH,2026-01-06,HISTORICAL
1469.0,1477.4000244140625,1448.300048828125,1457.0,1548.2679956054687,1526.323504638672,44.115919548119834,23.521432059151785,1.6143741976082215,LOW_VOL,Recovery,0.0,0.0,12.0,NEUTRAL,CDSL,2026-01-06,HISTORICAL
1818.0,1833.0,1801.0,1820.5,1786.0139990234375,1772.1852514648438,43.14823371094511,47.450003487723215,2.6064269974030876,LOW_VOL,Bull,0.0,1.0,19.0,BUY,GRAVITA,2026-01-06,HISTORICAL
990.3499755859375,998.0,981.0,983.7000122070312,1031.5539990234374,1027.6352474975586,40.65200704037958,21.314296177455358,2.166747576797784,LOW_VOL,Recovery,0.0,0.0,12.0,NEUTRAL,GROBTEA,2026-01-06,HISTORICAL
975.0,979.4500122070312,963.7000122070312,969.2000122070312,1023.7390002441406,1183.0482458496094,52.63159007054966,21.782148088727677,2.2474358042078504,LOW_VOL,Recovery,0.0,0.0,14.0,NEUTRAL,SUDARSCHEM,2026-01-06,HISTORICAL
1590.0999755859375,1601.800048828125,1539.0,1548.5,1532.7300024414062,1471.72724609375,65.12590084820795,41.73573521205357,2.6952363714597074,LOW_VOL,Bull,0.0,1.0,19.0,BUY,SOBHA,2026-01-06,HISTORICAL
1319.0,1323.5,1298.4000244140625,1319.9000244140625,1262.2899926757811,1203.8559985351562,82.48287018529021,19.207144601004465,1.4551969274741858,LOW_VOL,Bull,0.0,1.0,17.0,NEUTRAL,NESTLEIND,2026-01-06,HISTORICAL
1286.800048828125,1286.800048828125,1201.0,1209.5999755859375,1344.6699951171875,1448.3832495117188,30.31817644607625,38.028573172433035,3.1438966550914293,MID_VOL,Recovery,0.0,0.0,8.0,FORBIDDEN,WABAG,2026-01-06,HISTORICAL
1398.9000244140625,1398.9000244140625,1326.0,1331.0,1562.7899951171876,1754.2244976806642,22.671959722857665,45.48573521205357,3.417410609470591,MID_VOL,Recovery,0.0,0.0,8.0,FORBIDDEN,YASHO,2026-01-06,HISTORICAL
2133.89990234375,2143.10009765625,2103.800048828125,2115.60009765625,2052.6339990234374,2114.0809979248047,58.257660489660374,44.728567940848215,2.1142260293143487,LOW_VOL,Transition,0.0,1.0,17.0,NEUTRAL,DALBHARAT,2026-01-06,HISTORICAL
3070.60009765625,3111.0,3011.0,3087.60009765625,2997.81,3303.16724609375,78.73728317985825,60.814261300223215,1.969628817747039,LOW_VOL,Recovery,0.0,0.0,10.0,FORBIDDEN,THERMAX,2026-01-06,HISTORICAL
1182.0999755859375,1215.0,1182.0999755859375,1210.4000244140625,1170.5159985351563,1118.14025390625,60.03936046059909,19.364292689732142,1.5998258674115708,LOW_VOL,Bull,0.0,1.0,21.0,BUY,TATACONSUM,2026-01-06,HISTORICAL
755.0,755.0,742.9000244140625,749.75,766.1909948730469,780.1862463378907,57.822457675063504,13.807146344866071,1.841566701549326,LOW_VOL,Recovery,0.0,0.0,14.0,NEUTRAL,CAMS,2026-01-06,HISTORICAL
843.7000122070312,850.0,820.0,825.6500244140625,950.2179968261719,1319.1622500610351,21.370118481132565,25.67500959123884,3.109672237878219,MID_VOL,Recovery,0.0,0.0,8.0,FORBIDDEN,GANECOS,2026-01-06,HISTORICAL
